Board,Solution,Difficulty
.......422..789....35.2.9...1.6..89.79.1.2.6...39...146.4..7..3.87.3.4.63..56.7..,879315642246789531135426978412653897798142365563978214654897123987231456321564789,Medium
.23..865...9.65.214.6.32..76..513...53.9...46...62.135897...4.....87.5...6.2.17.8,123798654789465321456132987642513879531987246978624135897356412214879563365241798,Medium
.875.....6.4..7..55..62...9..1.5.79.3...79.1.87..4..6346..98.2..981.26...3...59.7,987513246624987135513624879241356798356879412879241563465798321798132654132465987,Medium
.51..76......5397..9.2.4...1.4789...6.5....9.9.7.3.2.4..6.12..9.7.6.51.32139..4.6,351897642462153978798264531124789365635421897987536214546312789879645123213978456,Medium
.35....791.498.......63.24.3.17.8..44..3.19.7.98...5.3.....946587..46.3..4..13...,635124879124987356987635241351798624462351987798462513213879465879546132546213798,Medium
2.4..9....5..4.8.7.9.13..6...6..84......12.3.4...637..97.3.1..5.4.9..3123.265..7.,264879153153246897897135264536798421789412536421563789978321645645987312312654978,Medium
6...1.7899.86.5...3...7..5..3.421...78....21..2...9365.9..64..1264...9.8...8.76.2,645312789978645123312978456536421897789536214421789365897264531264153978153897642,Medium
5.3....26..7..431.6.4153.8..4..8.65387....1423.64.1..8.9864.....6.3.28.71...785..,513897426987264315624153789241789653879536142356421978798645231465312897132978564,Medium
78...3.2.42..98.3...64129..89..4.3.126..3..981..87..62..86.42.3..5....7..129..5.6,789563124421798635536412987897246351264135798153879462978654213645321879312987546,Medium
...9.821.4...538..798...3...21564..9...23.45..54...12.87.3.5..2.3..2.9782.67...31,563978214412653897798142365321564789987231456654897123879315642135426978246789531,Medium
.5....9.8.7..5314.1429.8...2.1....6456.231...8....4.31..9.2.3....631.789.1...94..,653142978978653142142978653231897564564231897897564231789426315426315789315789426,Medium
5.6.97..1...21.35642....8..64.7.9..297.12..65.1..5..98.53....8...7..162.2..9785..,536897241789214356421365879645789132978123465312456798153642987897531624264978513,Medium
..721.56.....7.2...315.6....1..6..89...7.8.1.78..5.4..6.39...4214..35..89....46.3,897213564564879231231546897315462789426798315789351426653987142142635978978124653,Medium
.35..721.12..35..79...243.5..2798..1..835.6.235...2978.46........35..789.7.213.5.,635987214124635897987124365462798531798351642351462978546879123213546789879213456,Medium
6.4.8...1...3...6432...4....63...14.7...12....1.5..9.8....793.513.2..7..87.13...6,654987231987321564321654897563798142798412653412563978246879315135246789879135426,Medium
3158...2....1..9.77..2..5.3653..1...1...893.......6241.9.64..3.23..7...5..4..27.8,315897624426153987789264513653421879142789356978536241897645132231978465564312798,Medium
.214........7.92...8....56487.5.1........83151...4...9.982....34.236..7..63.9714.,321456897654789231987123564879531426246978315135642789798214653412365978563897142,Medium
9...4...36.2..1.....19..6.42.4.9..5...5..4.7...73...41.8..5.13245..2...8.2.789...,978642513642531987531978624214897356365214879897365241789456132456123798123789465,Medium
5..79....9...6...162.3..7.8879..5.....19.76353.6..4....98....1....21.8.9....795.6,513798462987462351624351798879635124241987635356124987798546213465213879132879546,Medium
.4..32...97....32.3.....6542.4...879....872..89.6...3...62...98.21.7.......3564..,645132987978465321312798654264513879153987246897624135536241798421879563789356412,Medium
.5....9.7.2.....54.8.456...9...4.1355.1.7.2.66425.1....652.4.9...73..4122..89..6.,456123987123789654789456321978642135531978246642531879365214798897365412214897563,Medium
65..8....9.8.2...61....5.7.78.3...2....7..513..54..9...9..1.46...4..91.2...546..8,653987241978124356142635879789351624426798513315462987897213465564879132231546798,Medium
98...21.3.....1.9.5.379.2...4...7.36.5..2..8..79635.2...28..6457.8546...4.52..9.8,987462153624351897513798264241987536356124789879635421132879645798546312465213978,Medium
7..465...12...8.6.....3.7985...87.2.9....45..6425...8..97...2.1......356.65241..9,789465132123798465456132798531987624978624513642513987897356241214879356365241879,Medium
.78...64..42.97..1....64.783..7..21....5.6..7897...3...5..781.378.31..561.36..78.,978153642642897531531264978365789214214536897897421365456978123789312456123645789,Medium
.6.2.1.9..3...75.48.7.6......5.8..2....31.7.978..26......6...426...4..7...29...53,564231897231897564897564231315789426426315789789426315978653142653142978142978653,Medium
....8...6.87.364..6.5.2...9.1.9..64.8..6...1.54...297..5.89...47...6..5...21538..,124789536987536421635421789213978645879645312546312978351897264798264153462153897,Medium
.8.....46.2.54..7...4.792.3.7.35...22..79.3.11.5...7.87.81.4.3.563..71.....6..98.,987213546321546879654879213879351462246798351135462798798124635563987124412635987,Medium
.36.9.1.4421.63.......1.6.597..2..4..4...7213...654.7.1.3..6.982..8..3...971.5.6.,536798124421563987789412635978321546645987213312654879153246798264879351897135462,Medium
.97..5...15.246.....4...513..2.5479..783.....6..9..13242..6.8..7...1.3.6.3.7.8.41,897135624153246987264879513312654798978321465645987132421563879789412356536798241,Medium
..9..1.4.13.64...92..9....5...123.5...1..698..54.8.3..563..7..2...3..79879.2..5..,879531246135642879246978135987123654321456987654789321563897412412365798798214563,Medium
.4.6539...7......3.5.9..1.21.....89..65..7....982...649..31..2.6.4.8..155.342....,241653978879142653356978142132564897465897231798231564987315426624789315513426789,Medium
3..8.941..4...679.87...1.......32.5...246...74.5.9.3..51....879.8.5...4.6.49....5,356879412241356798879241563798132654132465987465798321513624879987513246624987135,Medium
.....1.974..8...6...83...1...6.1.9....5.87.428.9..45..9..4.5..3.5.132...321...4.6,563241897412879365798356214246513978135987642879624531987465123654132789321798456,Medium
35.89...27.82..3..4..153.......452..2139..54....31.87...4.8..35.35...9.7.87..6.24,351897462798264351462153798879645213213978546546312879124789635635421987987536124,Medium
.12.7........42.97..8.5.2143..8.7.566.4...7899..56.1...7..265..13...9.4..463....8,412978365563142897798653214321897456654231789987564123879426531135789642246315978,Medium
7..51...4315........6.875.3.42.56.7....87.24...8..13565..7.8.3..9.1..465..146...8,789513624315624987426987513142356879653879241978241356564798132897132465231465798,Medium
1324.......57.9..2..8.2.6.59.....26462..78.....36...978....453.356.9.....4.3657..,132456978465789312798123645987531264624978153513642897879214536356897421241365789,Medium
8.9....1..4.2.3.782..8.9.4...2.5.8.7.9..62.5.3.1.982...2.98.5.6635...78...7..5.21,879546312546213978213879645462351897798462153351798264124987536635124789987635421,Medium
.98..6..34.2...8.....7892..5..23.9...1..9..4587...4.1..3.1.2..9..76..4211..9.85.6,798426153462315897351789264546231978213897645879564312635142789987653421124978536,Medium
3..7......8...61.5.263.587..429.8...9...5..1..5..427.8..75..321..1.9.6..564.3..87,315789246789426135426315879142978563978653412653142798897564321231897654564231987,Medium
.78.....2..2.78.63.531.27.8...89765.897.6..2.56...19877.94.....4..315.7..1....2.6,978653412142978563653142798231897654897564321564231987789426135426315879315789246,Medium
.97...35..6..3.79815..78.....27...466..12.879978.56....2.897...7.9..512.5..2149..,897642351264531798153978462312789546645123879978456213421897635789365124536214987,Medium
45..791......1.4.61....67898.7..43...1.635.9...59....4...4...7897.3....26.279..3.,456879123789213456123546789897124365214635897365987214531462978978351642642798531,Medium
241.....787.4.136....78.21..98.124.646...812313.64.7.96.4.9..3..13264...9..1..642,241536897879421365356789214798312456465978123132645789624897531513264978987153642,Medium
41.3..8.779.21...5...89...4.5...912.3....6.8..87.234..246....318.953..42....4297.,412365897798214365563897214654789123321456789987123456246978531879531642135642978,Medium
.....354.23..56...5.47.92...5389....14.3...879..2...35.8.5..4....5.42798..6.7...1,897123546231456879564789213653897124142365987978214635789531462315642798426978351,Medium
....7..65798645...465....98.2415.9..98....513.1.897..4..953.2....17.935.35...1879,132978465798645132465312798624153987987264513513897624879536241241789356356421879,Medium
.14.....6.9.6..2.13..1...79123..9.....6...798....46.326...51.875.179.6..9.846.5..,214987356897635241365124879123879465456213798789546132642351987531798624978462513,Medium
.3......91...87..6..76.5..14..3...97...4.2.5.351....6..1..7.6..5.62139...79..6.12,635124789124987536987635421462351897798462153351798264213879645546213978879546312,Medium
..5.129.7.3.9....47.86...2.....5387.....6.135513..7.4.2...895..87.5...1235.4....8,465312987132978654798645321624153879987264135513897246241789563879536412356421798,Medium
2......358..5.3......62..79....983.1.124.59....8..26.478.2.1.6.421..6.....687.412,264987135897513246153624879645798321312465987978132654789241563421356798536879412,Medium
6.4.....8.87.....23...7864.8..26...3135..7...2..15..9...2...536.6..217.979.536.2.,654312978987645312321978645879264153135897264246153897412789536563421789798536421,Medium
1.35...7..89..3...45.8.93..2.....7.9..71..5.6..5987..1.42.9.......35126..3..62.9.,123546978789213645456879312214635789897124536365987421642798153978351264531462897,Medium
9..3....2..3...79.6..78.....4..5.98.35.9.81..8...4.635...8...13798..1.4..32..4..9,987315462513426798624789351241653987356978124879142635465897213798231546132564879,Medium
9.723........6.98.6..8...21.9..425...1....79.563..8......426..98.9..52.6.467..1.5,987231654321564987654897321798142563412653798563978412135426879879315246246789135,Medium
.1..4.9..54...93.18...1365..98.....63.1.62..9...79..351...3579...5...41..8.124...,213546987546879321879213654798351246351462879462798135124635798635987412987124563,Medium
...78.2..8.91..5...1...6.796358..1.....214.3.1.43...87....427...6..78.51798...4.2,546789213879123546213456879635897124987214635124365987351642798462978351798531462,Medium
87...5264246.89.....5.2.897.9814..3..1..5.7....3978...654..73.29..2..6453..5.4.78,879315264246789153135426897798142536412653789563978421654897312987231645321564978,Medium
...5467.97.82...5.46....12....3.164251.4.....6247.....241.3...7...987..4.7..2436.,132546789798213456465879123987351642513462978624798531241635897356987214879124365,Medium
..24..8..798..3.....57.92318.9.1..53....65.78.5..9..4.51.64.78.62.97....98....4.6,132456897798123564465789231879214653241365978356897142513642789624978315987531426,Medium
...12.3......8..1424.6....77.8.13..6.65..9.2.1.2...789.8.35.64..1346..786..7.8..1,879124365356987214241635897798213456465879123132546789987351642513462978624798531,Medium
5.3.9...1.1...587..98..43..1.56...87...5...242.697....9..123.6...1.567.865....132,563897241412365879798214356135642987879531624246978513987123465321456798654789132,Medium
8975.3......62.7892.4.8...53..465..79...32..46.57...31.2.3..97.5.6..91.2.8924.6..,897513426153624789264987315312465897978132564645798231421356978536879142789241653,Medium
264...9....764..131.3.78....4.123..8...78..6.9.......2.8...524..36..4.7..21....56,264531987897642513153978624645123798312789465978456132789365241536214879421897356,Medium
..1..5..8....8741.7.9..4..3...7...351.346..7..97..12..97.2..6.464.87.32....54.9.7,421635798536987412789124563264798135153462879897351246978213654645879321312546987,Medium
879.4.........8412.41.53.....5..73..798..1.5......498..134....99..3..2.66..78..35,879142563356978412241653798465897321798231654132564987513426879987315246624789135,Medium
..18..46.64.1.5...9..2..35.7.9...2.3..398..4.4..32187.36....987.14.98..5.97.6...4,531879462642135798978246351789654213123987546456321879365412987214798635897563124,Medium
135..7......1...8..79264.1.56..2..787....6142....89..33.19..5....43....7..7.452..,135897426246153789879264315563421978798536142412789653321978564654312897987645231,Medium
.5.9.8...78.3...45..3...97.97..5......1.648......9.1.3..742..362.4..67.93...8942.,456978312789312645123645978978153264531264897642897153897421536214536789365789421,Medium
5.1..4.7.9.8.13.4......7135.658..4.2...3..798.972.1....56798...12..6....78.13..5.,531624879978513246642987135365879412214356798897241563456798321123465987789132654,Medium
62.....9.98.4..35..1.798..2.6.21.8....8...2131.2879...8.9..5..4...1249.7.41...63.,624351798987462351513798462465213879798546213132879546879635124356124987241987635,Medium
.135.4.9..46.9...2..9.314.5635..82.....6..8799...42......426.8.46.7..51.79....6.4,213564798546897132879231465635978241124653879987142356351426987462789513798315624,Medium
.7.2...361..36578..538.7.......5697.5.47..3.2897.....57....12...1..4..9.42.9..153,978214536142365789653897421231456978564789312897123645789531264315642897426978153,Medium
4219.......96.31.....1...78..5....97.7..64.3...2..75.415....42.8...263.5.6.31.7..,421978653789653142536142978645231897978564231312897564153789426897426315264315789,Medium
.217........4.27987.9...4..264..58...5..79...8....613..7..5..213..98..5464.32....,421798563536412798789563412264135879153879246897246135978654321312987654645321987,Medium
456.....712.....64...654.3...4.9.653...41297.897.6...2.782.6...64...5..95.18..4..,456321897123987564789654231214798653365412978897563142978246315642135789531879426,Medium
.8.56...1.5.2.1..732.....54..6.158....9...13.1..78.2..7.86.3...41...85......42.98,987564321654231987321897654246315879879426135135789246798653412412978563563142798,Medium
6.2.7..3...1..28.9..8..1.4.7..12.6...5..89..1.2..56..7.1....79...7214.6.36.8..4..,642978135531642879978531246789123654456789321123456987214365798897214563365897412,Medium
..9.541.34.6.2.7...23..7..6.6..12.9..1479....8..5...1.5..8..64.9..246..16.2..597.,789654123456321789123987456365412897214798365897563214531879642978246531642135978,Medium
.46.53..8.7.2.4..1..5..76.2..34..89.41.78.....9.5.6..4654.1....9...4.1233..9.845.,246153978879264531135897642563421897412789365798536214654312789987645123321978456,Medium
5...12....8.56.24..217..3.6..3..962...4..5.87..72.6...97...4..231..8...56..32.7.8,536412879789563241421798356153879624264135987897246513978654132312987465645321798,Medium
879.6...1......4.2..63.1.9....1...8.....8..3579863.....5....879321..95......462..,879462351135798462246351798563124987412987635798635124654213879321879546987546213,Medium
.4.7.8.5..7.5..1..6....29.8897....31..1.875....4.2189.3..8...264...3...9.8924.3..,142798653978563142653412978897654231231987564564321897315879426426135789789246315,Medium
.872.1.3.1...56.896358....1351..48..7..5..2.446..8.1...79.3..45.4.798.....34..978,987241536124356789635879421351624897798513264462987153879132645546798312213465978,Medium
13...76..2.6..3..7.....451..985...4..1.7..3.6...42..799...451.2654.........97..6.,135897624246153987879264513798536241412789356563421879987645132654312798321978465,Medium
8.7...3.....8..4.62..1.5.8...9..31.2.21....5353.41.9...4.3......12..7.6.....5..31,897246315153879426264135789789563142421798653536412978645321897312987564978654231,Medium
...2..465123.4..9.4..879..2642..8.....83.162......29872.46......9..2435.36.9..2.1,789213465123546798456879132642798513978351624531462987214635879897124356365987241,Medium
.3.987....46...9788.962.5..7..3562.44..87936..632...973.1.....6.54.3.78998.4.5.2.,135987642246513978879624531798356214412879365563241897321798456654132789987465123,Medium
